text,cmp_code,eu_code,pos,manifesto_id,party,date,language,annotations,translation_en,date_full,year
"Setting a clear target of halving the time from offence to sentencing for all criminals, and implementing a properly funded strategy across the criminal justice system to achieve it.",605.1,NA,680,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Implementing a new data strategy across the criminal justice system to ensure that capacity meets demand,",605.1,NA,681,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"and to understand the needs of all users, especially victims, vulnerable people and those from ethnic minority backgrounds.",503,NA,682,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Developing a workforce strategy to ensure there are enough criminal barristers, judges and court staff.",605.1,NA,683,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Improve transparency throughout the criminal justice process by enabling all victims to request a transcript of court proceedings free of charge.,605.1,NA,684,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Address youth violence and combat knife crime by: Adopting a public health approach to the epidemic of youth violence which identifies and treats risk factors, rather than just focusing on the symptoms.",504,NA,685,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"This means police, teachers, health professionals, youth workers and social services all working closely together to prevent young people falling prey to gangs and violence.",504,NA,686,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Investing in youth services that are genuinely engaging and reach more young people.,504,NA,687,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Making youth diversion a statutory duty so that every part of the country has a pre-charge diversion scheme for young people up to the age of 25, ensuring better outcomes for young people and less strain on police resources.",504,NA,688,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Combat the rise of fraud and scams by: Naming and shaming the banks with the worst records on preventing fraud and reimbursing victims.,605.1,NA,689,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Requiring banks to reimburse victims of automated push payment scams unless there is clear evidence that they are at fault.,605.1,NA,690,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Launching a high-profile public awareness campaign to help people spot, avoid and report frauds and scams.",605.1,NA,691,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Improve cooperation with our European neighbours on tackling cross-border crime, such as human trafficking, the illegal drug trade, cybercrime and terrorism, including by:",108,NA,692,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Working with Europol and Eurojust to develop and implement a joint strategy for dealing with cross-border threats, with the closest possible cooperation on shared priorities.",108,NA,693,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Restoring direct, real-time access for UK police to EU-wide data sharing systems to identify and arrest traffickers, terrorists and other international criminals.",108,NA,694,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Tackle modern slavery and human trafficking by: Reversing the Conservatives’ rollbacks of modern slavery protections.,605.1,NA,695,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Establishing a powerful new Worker Protection Enforcement Authority to protect people in precarious work, with proactive intelligence-led enforcement of labour market standards and a firewall with immigration enforcement.",701,NA,696,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Transferring responsibility for identifying modern slavery victims from the Home Office to local safeguarding agencies.,301,NA,697,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Creating a financial deterrent by establishing a civil remedy for survivors seeking redress from their traffickers.,503,NA,698,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introduce new laws to crack down on puppy and kitten smuggling.,605.1,NA,699,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Cut reoffending by: Ending prison overcrowding.,605.1,NA,700,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Recruiting and retaining more prison officers.,605.1,NA,701,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Improving the provision of training, education and work opportunities in prisons.",504,NA,702,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Establishing a Women’s Justice Board and providing specialist training for all staff in contact with women in the criminal justice system.,503,NA,703,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Replacing Young Offender Institutions with Secure Schools and Secure Children’s Homes.,504,NA,704,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Ensuring that every prison has a ‘through the gate’ mentorship programme.,504,NA,705,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing a National Resettlement Plan to improve the rehabilitation of people leaving prison and cut reoffending.,504,NA,706,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Improving and properly funding the supervision of offenders in the community, with far greater coordination between the prison service, probation service providers, the voluntary and private sectors and local authorities, achieving savings in the high costs of reoffending.",504,NA,707,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Natural Environment,H,NA,708,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Protecting our precious natural environment lies at the heart of the Liberal Democrat approach.,501,NA,709,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Everyone should be able to enjoy open green spaces, clean blue rivers and the beauty of Britain’s coast.",501,NA,710,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
The UK is facing a nature crisis.,501,NA,711,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
One in six species are threatened with extinction from Britain.,501,NA,712,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Air pollution claims tens of thousands of lives every year, and costs the NHS billions.",501,NA,713,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
The Government’s own Office for Environmental Protection has rebuked the Conservatives for falling “far short” of the action needed.,501,NA,714,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
The Conservatives are using Brexit as an opportunity to erode previously high environmental standards.,501,NA,715,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Nowhere is the Conservatives’ lack of care for the environment clearer than the national sewage scandal.,501,NA,716,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"They are letting water company bosses get away with paying themselves millions of pounds in bonuses while dumping millions of tonnes of raw sewage into our rivers, lakes and coastal areas.",501,NA,717,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Just one in seven of England’s rivers are in good ecological health,",501,NA,718,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and every single one is below chemical pollution standards.,501,NA,719,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Liberal Democrats have a bold plan to restore the UK’s natural environment, and give everyone access to a clean and healthy natural world.",501,NA,720,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"We will: End the sewage scandal by transforming water companies into public benefit companies,",413,NA,721,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"banning bonuses for water bosses until discharges and leaks end,",403,NA,722,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and replacing Ofwat with a tough new regulator with new powers to prevent sewage dumps.,303,NA,723,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Set meaningful and binding targets to stop the decline of our natural environment and ‘double nature’ by 2050: doubling the size of the Protected Area Network, doubling the area of most important wildlife habitats, doubling the abundance of species and doubling woodland cover by 2050.",501,NA,724,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Plant at least 60 million trees a year, helping to restore woodland habitats,",501,NA,725,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"increase the use of sustainable wood in construction,",501,NA,726,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and reach net zero.,501,NA,727,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Pass a Clean Air Act, based on World Health Organization guidelines, enforced by a new Air Quality Agency.",501,NA,728,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Strengthen the Office for Environmental Protection and provide more funding to the Environment Agency and Natural England to help protect our environment and enforce environmental laws.,501,NA,729,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"In addition, we will: Tackle the national scandal of sewage-polluted rivers, waterways and beaches, and make water companies work for people by:",501,NA,730,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing a Sewage Tax on water company profits.,501,NA,731,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Enforcing existing laws to ensure that the storm overflows only function in exceptional circumstances.,501,NA,732,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Setting legally binding targets to prevent sewage dumping into bathing waters and highly sensitive nature sites by 2030.,501,NA,733,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Embracing nature-based solutions to tackle the problem of sewage dumping.,501,NA,734,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Strengthening the powers of local authorities to monitor the health of our rivers, lakes and coastlines, restore our natural environment and tackle climate change.",301,NA,735,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Introducing a ‘blue corridor’ programme for rivers, streams and lakes to ensure clean and healthy water and setting new ‘blue flag’ standards.",501,NA,736,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Improving the quantity and quality of bathing waters and sensitive nature sites with more regular and robust testing of water quality.,501,NA,737,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Giving local environmental groups a place on water companies’ boards.,501,NA,738,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing a single social tariff for water bills to help eliminate water poverty within the next Parliament.,503,NA,739,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Implementing Schedule 3 of the Flood and Water Management Act to require sustainable drainage systems in new developments.,501,NA,740,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Mandating all water companies to publish accessible real-time data on any sewage they dump.,403,NA,741,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ensure everyone has access to a healthy natural environment, regardless of where they live, by: Significantly increasing the amount of accessible green space, including protecting up to a million acres, completing the coastal path, exploring a ‘right to roam’ for waterways and creating a new designation of National Nature Parks.",501,NA,742,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Passing a new Environmental Rights Act, recognising everyone’s human right to a healthy environment and guaranteeing access to environmental justice.",201.2,NA,743,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Making sure that the UK has the highest environmental standards in the world.,601.1,NA,744,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Protecting at least 30% of land and sea areas by 2030 for nature’s recovery.,501,NA,745,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Working together with our European neighbours to tackle the nature crisis, including applying to join the European Environment Agency.",108,NA,746,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Hold businesses to account for their responsibility to the environment by:,403,NA,747,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Introducing a general duty of care for the environment, as set out in chapter 4.",501,NA,748,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Requiring large businesses to publish transition plans to become nature-positive across their activities and supply chains.,501,NA,749,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing nature-related financial disclosure requirements for large businesses.,403,NA,750,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Make planning work for our natural environment and ensure that developers pay their fair share by:,501,NA,751,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ensuring new developments result in significant net gain for biodiversity, with up to a 100% net gain for large developments.",501,NA,752,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing a strategic Land and Sea Use Framework to effectively balance competing demands on our land and oceans.,501,NA,753,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Empowering Local Nature Recovery Strategies to identify a new Wild Belt for nature’s recovery.,501,NA,754,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Create a nature-positive economy,",416.2,NA,755,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"tackle plastic pollution and waste, and get Britain recycling by:",501,NA,756,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Introducing a deposit return scheme for food and drink bottles and containers,",501,NA,757,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"working with the devolved administrations to ensure consistency across the UK, learning the lessons from the difficulties with the Scottish scheme.",501,NA,758,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Aiming for the complete elimination of non-recyclable single-use plastics within three years and replacing them with affordable alternatives.,501,NA,759,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Working to protect 30% of the world’s oceans by 2030 through the UN High Seas Treaty,501,NA,760,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and finalising a Global Plastics Treaty to cut plastic pollution worldwide.,501,NA,761,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Setting an ambition of ending plastic waste exports by 2030.,501,NA,762,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Ensure that nature-based solutions form a critical part of our strategy to tackle climate change by:,501,NA,763,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Restoring our peatlands as a carbon store,",501,NA,764,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and banning the use of horticultural peat and the routine burning of heather on peatlands.,501,NA,765,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Protecting and enhancing our temperate rainforest.,501,NA,766,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Creating and restoring habitats like saltmarshes, mudflats and seagrass meadows to guard against coastal flooding and erosion and absorb carbon emissions.",501,NA,767,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Tackling ‘greenwashing’ by introducing new Blue Carbon and Soils Carbon Standards that are properly enforced and accredited.,501,NA,768,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Working with international partners to fight deforestation around the world.,107,NA,769,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Creating a real network of marine protected areas, ensuring that they are fully protected from damaging and destructive activities,",501,NA,770,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
protecting and restoring blue carbon,501,NA,771,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and ensuring climate resilience at sea.,501,NA,772,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Food and Farming,H,NA,773,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"The UK’s food system is failing to serve the interests of citizens, whether they are farmers or consumers.",703.1,NA,774,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Too many families simply can’t afford enough healthy, nutritious food.",503,NA,775,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ultra-processed foods, high in saturated fat, sugar and salt, are usually much cheaper than healthier foods – contributing to serious health problems, especially among poorer households.",503,NA,776,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Farmers are key allies in tackling climate change and the nature crisis, caring for and restoring the countryside while producing high-quality food for our tables.",703.1,NA,777,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
But their ability to do this is threatened by the Conservative Government’s botched transition away from the Basic Payment Scheme.,305.1,NA,778,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"We support the move to public money for public goods, but many farmers are seeing their incomes threatened as old payments are cut and new payments are not fully rolled out or properly funded.",703.1,NA,779,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Meanwhile, farmers have had to contend with increases in bills for energy, fertilisers and feed.",703.1,NA,780,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
It is hardly surprising we have seen food shortages in the supermarkets.,703.1,NA,781,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"The Conservatives’ botched deal with the EU is also contributing to food shortages and high food prices,",305.1,NA,782,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and severely damaging farmers’ and fishers’ ability to export to their main markets in Europe,703.1,NA,783,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"while new trade deals undermine animal welfare and environmental protection,",501,NA,784,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
undercutting responsible British farmers and setting a dangerous precedent for future deals.,703.1,NA,785,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Liberal Democrats will stand up for British farmers and ensure everyone can get affordable, healthy and nutritious food,",305.1,NA,786,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
produced to high welfare and environmental standards.,501,NA,787,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"We will: Introduce a holistic and comprehensive National Food Strategy to ensure food security, tackle rising food prices, end food poverty and improve health and nutrition.",703.1,NA,788,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Accelerate the rollout of the new Environmental Land Management schemes, properly funding it with an extra £1 billion a year to support profitable, sustainable and nature-friendly farming.",703.1,NA,789,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Maintain high health, environmental and animal welfare standards in food production and guarantee that all future trade deals will meet them too,",501,NA,790,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
ensuring that Britain’s farmers and food manufacturers are not put at an unfair disadvantage.,703.1,NA,791,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Give Britain’s farmers the ability to trade with our European neighbours with minimal need for checks by negotiating comprehensive veterinary and plant health agreements.,108,NA,792,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Support farmers properly in restoring woodland, peatland and waterways,",703.1,NA,793,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"creating new natural flood protections and managing land to encourage species recovery and carbon storage,",501,NA,794,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
while producing food for the table.,703.1,NA,795,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"In addition, we will: Give farmers and fishers a fair deal by: Introducing a range of other ‘public money for public goods’ programmes, such as nature recovery, planting trees and protecting wildlife, contingent on farmers and land managers opting into an Environmental Land Management scheme.",703.1,NA,796,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Exploring additional funding options to ensure an intelligent transition to better farming practices.,703.1,NA,797,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Investing in rural and coastal infrastructure and services, including local abattoirs, so that communities are viable and can attract and retain workers, particularly from younger age groups.",703.1,NA,798,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Using public procurement policy to support the consumption of food produced to high standards of environmental and social sustainability, and which is nutritious, healthy and locally and seasonally sourced.",703.1,NA,799,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Renegotiating the Australia and New Zealand trade agreements in line with our objectives for health, environmental and animal welfare standards, withdrawing from them if that cannot be achieved.",501,NA,800,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ensuring that sustainability lies at the heart of fisheries policy, rebuilding depleted fish stocks to achieve their former abundance, including a ban on bottom trawling in marine protected areas.",501,NA,801,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Fishers, scientists and conservationists should all be at the centre of a decentralised and regionalised fisheries management system.",301,NA,802,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Strengthen the Groceries Code Adjudicator to protect consumers from unfair price rises and support producers.,403,NA,803,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ensure our farming and food system is on an environmentally sustainable footing by: Ensuring farmers receive proper, independent advice about how to transition to new environmental farm payments schemes, with proper funding for advice services. Supporting farmers to reduce the pollution of rivers, streams and lakes.",703.1,NA,804,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Working with and rewarding farmers to reduce the use of costly imported and environmentally harmful artificial fertilisers and pesticides, helping to protect bees and other pollinators.",703.1,NA,805,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing a Research and Innovation Fund to support new and emerging technologies in the sector including the development of alternative proteins in which the UK can become a world leader.,411,NA,806,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Give consumers confidence in the food they eat by: Providing local authorities with greater powers and resources to inspect and monitor food production.,403,NA,807,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ensuring all imported food meets UK standards for health and welfare, and that goods are properly checked.",403,NA,808,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing robust and clear-to-understand food labelling.,403,NA,809,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Ensure Britain continues to be a world leader in animal welfare and standards by:,501,NA,810,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Passing a comprehensive new Animal Welfare Bill to ensure the highest standards possible.,501,NA,811,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ensuring that no animal product that would be illegal to produce in the UK can be sold here, including foie gras and food produced with antibiotic growth promoters.",501,NA,812,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Developing safe, effective, humane, and evidence-based ways of controlling bovine tuberculosis, including by investing to produce workable vaccines.",501,NA,813,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Improving standards of animal health and welfare in agriculture, including a ban on caged hens, and preventing unnecessarily painful practices in farming.",501,NA,814,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"At least matching the EU’s stricter rules on preventative use of antibiotics,",501,NA,815,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and introducing a comprehensive plan to tackle antimicrobial resistance in farm animals.,501,NA,816,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Housing,H,NA,817,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Liberal Democrats know that a home is a necessity and the base on which people build their lives.,503,NA,818,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
So we will ensure that everyone can access housing that meets their needs.,503,NA,819,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Yet, in Britain today, many people cannot afford to buy or rent a home of good quality where they live.",503,NA,820,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Too many people live in housing so poor it damages their health.,503,NA,821,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Government housebuilding targets are regularly missed,303,NA,822,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and the shortage of affordable and social housing is at crisis point.,503,NA,823,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Newly built homes are often energy inefficient and environmentally unfriendly.,501,NA,824,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Too many new houses are built as leasehold and leaseholders still face large bills, not least because of the building safety scandal.",403,NA,825,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Homelessness remains shamefully high.,503,NA,826,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Local authorities’ powers to build the kind of homes needed in their areas are inadequate.,301,NA,827,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Liberal Democrats are committed to tackling these housing failures head-on by: Increasing building of new homes to 380,000 a year across the UK, including 150,000 social homes a year, through new garden cities and community-led development of cities and towns.",411,NA,828,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Delivering a fair deal for renters by immediately banning no-fault evictions,",403,NA,829,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"making three-year tenancies the default,",403,NA,830,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and creating a national register of licensed landlords.,403,NA,831,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Giving local authorities, including National Park Authorities, the powers to end Right to Buy in their areas.",301,NA,832,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Ending rough sleeping within the next Parliament,504,NA,833,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and immediately scrapping the archaic Vagrancy Act.,503,NA,834,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Abolishing residential leaseholds and capping ground rents to a nominal fee, so that everyone has control over their property.",403,NA,835,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"In addition, we will: Build the homes people desperately need, with meaningful community engagement, by:",503,NA,836,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Expanding Neighbourhood Planning across England.,606.1,NA,837,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Building ten new garden cities.,410,NA,838,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Allowing councils to buy land for housing based on current use value rather than on a hope-value basis by reforming the Land Compensation Act 1961.,403,NA,839,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Properly funding local planning departments to improve planning outcomes and ensure housing is not built in areas of high flood risk without adequate mitigation, by allowing local authorities to set their own fees.",301,NA,840,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Encouraging the use of rural exception sites to expand rural housing.,411,NA,841,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Trialling Community Land Auctions to ensure that local communities receive a fair share of the benefits of new development in their areas and to help fund vital local services.,606.1,NA,842,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Encouraging development of existing brownfield sites with financial incentives,402,NA,843,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
and ensuring that affordable and social housing is included in these projects.,504,NA,844,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing ‘use-it-or-lose-it’ planning permission for developers who refuse to build.,403,NA,845,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Putting the construction sector on a sustainable footing by investing in skills, training and new technologies such as modern methods of construction.",411,NA,846,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Ensure that all development has appropriate infrastructure, services and amenities in place, integrating infrastructure and public service delivery into the planning process.",403,NA,847,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Make homes warmer and cheaper to heat with a ten-year emergency upgrade programme,",411,NA,848,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"and ensure that all new homes are zero-carbon, as set out in chapter 5.",501,NA,849,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Remove dangerous cladding from all buildings, while ensuring that leaseholders do not have to pay a penny towards it.",403,NA,850,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Help people who cannot afford a deposit to own their own homes by introducing a new Rent to Own model for social housing where rent payments give tenants an increasing stake in the property, owning it outright after 30 years.",504,NA,851,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
End rough sleeping within the next Parliament by: Urgently publishing a cross-Whitehall plan to end all forms of homelessness.,504,NA,852,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
"Exempting groups of homeless people, and those at risk of homelessness, from the Shared Accommodation Rate.",503,NA,853,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Introducing a ‘somewhere safe to stay’ legal duty to ensure that everyone who is at risk of sleeping rough is provided with emergency accommodation and an assessment of their needs.,504,NA,854,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
Ensuring sufficient financial resources for local authorities to deliver the Homelessness Reduction Act,504,NA,855,51421_202407,Labour,202407,english,TRUE,FALSE,2024-07-01,2024
